,name
108,Roses+in+Concrete--Oakland+Unified--0161259-0131896
109,Rudsdale+Continuatio--Oakland+Unified--0161259-0130146
110,Sankofa+Academy--Oakland+Unified--0161259-0110254
111,Sequoia+Elementary--Oakland+Unified--0161259-6002174
112,Skyline+High--Oakland+Unified--0161259-0137943
113,Street+Academy+%28Alte--Oakland+Unified--0161259-0130179
114,Think+College+Now--Oakland+Unified--0161259-0100792
115,Thornhill+Elementary--Oakland+Unified--0161259-6002216
116,United+for+Success+A--Oakland+Unified--0161259-0112763
117,Urban+Promise+Academ--Oakland+Unified--0161259-6118657
118,Vincent+Academy--Oakland+Unified--0161259-0123711
119,West+Oakland+Middle--Oakland+Unified--0161259-0115626
120,Westlake+Middle--Oakland+Unified--0161259-6057095
121,Young+Adult+Program--Oakland+Unified--0161259-0121228
