Name,school_year,students_suspended,total_enrollment,suspended_rate,type,grades,Address,Latitude,Longitude
Piedmont Avenue Elementary,2016-17,5.0,381,0.0131233595800525,public,K-5,"4314 Piedmont Ave, Oakland, CA 94611, USA",37.829046,-122.248798
ROOTS International Academy,2016-17,22.0,353,0.0623229461756374,public,6th - 8th,"1390 66th Ave, Oakland, CA 94621, USA",37.761869,-122.193566
Ralph J. Bunche High,2016-17,0.0,158,0.0,public,9th - 12th,"991 14th St Building A, Oakland, CA 94607, USA",37.808747,-122.28281
Reach Academy,2016-17,17.0,471,0.0360934182590234,public,K-5,"9860 Sunnyside St, Oakland, CA 94603, USA",37.746575,-122.16177
Redwood Heights Elementary,2016-17,3.0,365,0.00821917808219178,public,K-5,"4401 39th Ave, Oakland, CA 94619, USA",37.796943,-122.186618
Rise Community,2016-17,9.0,290,0.0310344827586207,public,K-5,"85th Ave, Oakland, CA 94621, USA",37.750388,-122.184096
Roosevelt Middle,2016-17,33.0,572,0.0576923076923077,public,6th - 8th,"1926 E 19th St, Oakland, CA 94606, USA",37.789719,-122.237525
Roses in Concrete,2016-17,11.0,308,0.0357142857142857,charter,K-8,"4551 Steele St, Oakland, CA 94619, USA",37.787688,-122.187875
Rudsdale Continuation,2016-17,0.0,259,0.0,public,9th - 12th,"8251 Fontaine St, Oakland, CA 94605, USA",37.766251,-122.154398
Sankofa Academy,2016-17,11.0,359,0.0306406685236769,public,PK-5,"581 61st St, Oakland, CA 94609, USA",37.847028,-122.26434
Sequoia Elementary,2016-17,5.0,444,0.0112612612612613,public,K-5,"3730 Lincoln Ave, Oakland, CA 94602, USA",37.802131,-122.211605
Skyline High,2016-17,110,2012,0.0546719681908549,public,K-12,"12250 Skyline Blvd, Oakland, CA 94619, USA",37.798377,-122.16148
Street Academy (Alternative),2016-17,0.0,149,0.0,public,9th - 12th,"417 29th St, Oakland, CA 94609, USA",37.817395,-122.265601
Think College Now,2016-17,13.0,335,0.0388059701492537,public,K-5,"2825 International Blvd, Oakland, CA 94601, USA",37.779451,-122.230805
Thornhill Elementary,2016-17,2.0,411,0.0048661800486618,public,K-5,"5880 Thornhill Dr, Oakland, CA 94611, USA",37.836251,-122.211458
United for Success Academy,2016-17,39.0,390,0.1,public,6th - 8th,"2101 35th Ave, Oakland, CA 94601, USA",37.78438,-122.216797
Urban Promise Academy,2016-17,30.0,383,0.0783289817232376,public,6th - 8th,"3031 E 18th St, Oakland, CA 94601, USA",37.781981,-122.224228
Vincent Academy,2016-17,10.0,325,0.0307692307692308,charter,K-5,"2501 Chestnut St, Oakland, CA 94607, USA",37.818122,-122.282197
West Oakland Middle,2016-17,62.0,198,0.313131313131313,public,6th - 8th,"991 14th St, Oakland, CA 94607, USA",37.808747,-122.28281
Westlake Middle,2016-17,49.0,438,0.111872146118721,public,6th - 8th,"2629 Harrison St, Oakland, CA 94612, USA",37.814674,-122.261241
Young Adult Program,2016-17,0.0,140,0.0,public,,"Oakland, CA, USA",37.786027,-122.223779
