Name,school_year,students_suspended,total_enrollment,suspended_rate,type,grades,Address,Latitude,Longitude
Chabot Elementary,2015-16,1.0,577,0.00173310225303293,public,K-5,"6686 Chabot Rd, Oakland, CA 94618, USA",37.850071,-122.242799
Civicorps Corpsmember Academy,2015-16,1.0,142,0.00704225352112676,charter,9th - 12th,"101 Myrtle St, Oakland, CA 94607, USA",37.79949,-122.285775
Claremont Middle,2015-16,32.0,465,0.0688172043010753,public,6th - 8th,"5750 College Ave, Oakland, CA 94618, USA",37.846041,-122.252022
Cleveland Elementary,2015-16,0.0,419,0.0,public,K-5,"745 Cleveland St, Oakland, CA 94606, USA",37.804272,-122.244063
Coliseum College Prep Academy,2015-16,7.0,486,0.01440329218107,public,6th - 12th,"1390 66th Ave, Oakland, CA 94621, USA",37.761869,-122.193566
Community Day High,2015-16,6.0,40,0.15,public,9th - 12th,"4917 Mountain Blvd, Oakland, CA 94619, USA",37.787647,-122.177667
Community Day Middle,2015-16,0.0,11,0.0,public,6th - 8th,"4917 Mountain Blvd, Oakland, CA 94619, USA",37.787647,-122.177667
Community United Elementary,2015-16,18.0,421,0.0427553444180523,public,K-5,"6701 International Blvd, Oakland, CA 94621, USA",37.760501,-122.193139
Conservatory of Vocal/Instrumental Arts High,2015-16,2.0,44,0.0454545454545455,charter,9th - 12th,"12500 Campus Dr, Oakland, CA 94619, USA",37.789936,-122.167427
Crocker Highlands Elementary,2015-16,1.0,455,0.0021978021978022,public,K-5,"525 Midcrest Rd, Oakland, CA 94610, USA",37.811103,-122.227587
Dewey Academy,2015-16,6.0,438,0.0136986301369863,public,9th - 12th,"1111 2nd Ave, Oakland, CA 94606, USA",37.796761,-122.258296
Downtown Charter Academy,2015-16,0.0,262,0.0,charter,6th - 8th,"2000 Dennison St, Oakland, CA 94606, USA",37.779565,-122.241663
East Bay Innovation Academy,2015-16,3.0,347,0.00864553314121038,charter,6th - 12th,"3800 Mountain Blvd, Oakland, CA 94619, USA",37.800656,-122.182919
East Oakland Pride Elementary,2015-16,25.0,476,0.0525210084033613,public,K-5,"8000 Birch St, Oakland, CA 94621, USA",37.759203,-122.174555
Edna Brewer Middle,2015-16,14.0,830,0.0168674698795181,public,6th - 8th,"3748 13th Ave, Oakland, CA 94610, USA",37.803527,-122.229126
Emerson Elementary,2015-16,13.0,343,0.0379008746355685,public,K-5,"4803 Lawton Ave, Oakland, CA 94609, USA",37.834683,-122.257399
EnCompass Academy Elementary,2015-16,5.0,356,0.0140449438202247,public,K-5,"1025 81st Ave, Oakland, CA 94621, USA",37.753182,-122.185778
Epic Charter,2015-16,21.0,319,0.0658307210031348,charter,6th - 8th,"1045 Derby Ave, Oakland, CA 94601, USA",37.777039,-122.229747
Esperanza Elementary,2015-16,2.0,368,0.00543478260869565,public,K-5,"10315 E St, Oakland, CA 94603, USA",37.737492,-122.173675
Francophone Charter School of Oakland,2015-16,0.0,121,0.0,charter,K-8,"9736 Lawlor St, Oakland, CA 94605, USA",37.751637,-122.157341
Franklin Elementary,2015-16,15.0,830,0.0180722891566265,public,K-5,"915 Foothill Blvd, Oakland, CA 94606, USA",37.793433,-122.248715
Fred T. Korematsu Discovery Academy,2015-16,15.0,467,0.0321199143468951,public,K-5,"10315 E St, Oakland, CA 94603, USA",37.737492,-122.173675
Fremont High,2015-16,128.0,891,0.143658810325477,public,9th - 12th,"4610 Foothill Blvd, Oakland, CA 94601, USA",37.7744,-122.209724
Frick Middle,2015-16,40.0,226,0.176991150442478,public,6th - 8th,"2845 64th Ave, Oakland, CA 94605, USA",37.771098,-122.184307
Fruitvale Elementary,2015-16,11.0,430,0.0255813953488372,public,K-5,"3200 Boston Ave, Oakland, CA 94602, USA",37.796182,-122.214102
Futures Elementary,2015-16,15.0,363,0.0413223140495868,public,K-5,"6701 International Blvd, Oakland, CA 94621, USA",37.760501,-122.193139
Garfield Elementary,2015-16,21.0,682,0.030791788856305,public,K-5,"1640 22nd Ave, Oakland, CA 94606, USA",37.786599,-122.235724
Gateway to College at Laney College,2015-16,0.0,98,0.0,public,9th - 12th,"900 Fallon St, Oakland, CA 94607, USA",37.796148,-122.261338
Glenview Elementary,2015-16,0.0,467,0.0,public,K-5,"4215 La Cresta Ave, Oakland, CA 94602, USA",37.805891,-122.219759
Global Family,2015-16,9.0,469,0.0191897654584222,public,K-5,"2035 40th Ave, Oakland, CA 94601, USA",37.779417,-122.213294
Grass Valley Elementary,2015-16,2.0,317,0.00630914826498423,public,K-5,"4720 Dunkirk Ave, Oakland, CA 94605, USA",37.753027,-122.124971
Greenleaf Elementary,2015-16,8.0,635,0.0125984251968504,public,K-8,"6328 E 17th St, Oakland, CA 94621, USA",37.764772,-122.194576
Hillcrest Elementary,2015-16,0.0,376,0.0,public,K-8,"30 Marguerite Dr, Oakland, CA 94618, USA",37.840576,-122.232409
Home and Hospital Program,2015-16,0.0,5,0.0,public,K-12,"Oakland, CA, USA",37.786027,-122.223779
Hoover Elementary,2015-16,12.0,340,0.0352941176470588,public,K-5,"890 Brockhurst St, Oakland, CA 94608, USA",37.823272,-122.27426
Horace Mann Elementary,2015-16,12.0,455,0.0263736263736264,public,K-5,"5222 Ygnacio Ave, Oakland, CA 94601, USA",37.773649,-122.202441
Howard Elementary,2015-16,1.0,249,0.00401606425702811,public,K-5,"8755 Fontaine St, Oakland, CA 94605, USA",37.767932,-122.153988
"Independent Study, Sojourner Truth",2015-16,0.0,309,0.0,public,K-12,"8251 Fontaine St, Oakland, CA 94605, USA",37.766251,-122.154398
International Community,2015-16,0.0,344,0.0,public,K-5,"2825 International Blvd, Oakland, CA 94601, USA",37.779451,-122.230805
Joaquin Miller Elementary,2015-16,2.0,445,0.00449438202247191,public,K-5,"5525 Ascot Dr, Oakland, CA 94611, USA",37.818864,-122.201594
KIPP Bridge Academy,2015-16,13.0,331,0.0392749244712991,charter,K-8,"1700 Market St, Oakland, CA 94607, USA",37.810173,-122.279092
Kaiser Elementary,2015-16,0.0,276,0.0,public,K-5,"25 S Hill Ct, Oakland, CA 94618, USA",37.852708,-122.231227
LIFE Academy,2015-16,14.0,487,0.0287474332648871,public,6th - 12th,"2101 35th Ave, Oakland, CA 94601, USA",37.78438,-122.216797
LPS Oakland R & D Campus,2015-16,25.0,344,0.0726744186046512,charter,9th - 12th,"8601 MacArthur Blvd, Oakland, CA 94605, USA",37.758308,-122.163277
La Escuelita Elementary,2015-16,3.0,378,0.00793650793650794,public,K-8,"1050 2nd Ave, Oakland, CA 94606, USA",37.796177,-122.258637
Laurel Elementary,2015-16,3.0,598,0.00501672240802676,public,K-5,"3750 Brown Ave, Oakland, CA 94619, USA",37.792805,-122.196211
Learning Without Limits,2015-16,39.0,432,0.0902777777777778,charter,K-5,"2035 40th Ave, Oakland, CA 94601, USA",37.779417,-122.213294
Lighthouse Community Charter,2015-16,27.0,502,0.0537848605577689,charter,K-8,"444 Hegenberger Rd, Oakland, CA 94621, USA",37.736032,-122.196473
Lighthouse Community Charter High,2015-16,5.0,266,0.018796992481203,charter,9th - 12th,"444 Hegenberger Rd, Oakland, CA 94621, USA",37.736032,-122.196473
Lincoln Elementary,2015-16,2.0,755,0.00264900662251656,public,K-5,"225 11th St, Oakland, CA 94607, USA",37.800023,-122.267151
Madison Park Academy 6-12,2015-16,23.0,712,0.0323033707865169,public,6th - 12th,"400 Capistrano Dr, Oakland, CA 94603, USA",37.727683,-122.179249
Madison Park Academy TK-5,2015-16,15.0,317,0.0473186119873817,public,TK-5,"400 Capistrano Dr, Oakland, CA 94603, USA",37.727683,-122.179249
Manzanita Community,2015-16,4.0,457,0.0087527352297593,public,K-5,"2409 E 27th St, Oakland, CA 94601, USA",37.791721,-122.224852
Manzanita SEED Elementary,2015-16,10.0,465,0.021505376344086,public,K-5,"2409 E 27th St, Oakland, CA 94601, USA",37.791721,-122.224852
Markham Elementary,2015-16,9.0,452,0.0199115044247788,public,K-5,"7220 Krause Ave, Oakland, CA 94605, USA",37.765511,-122.178637
"Martin Luther King, Jr. Elementary",2015-16,4.0,341,0.0117302052785924,public,PK-3,"960 10th St, Oakland, CA 94607, USA",37.806314,-122.282771
McClymonds High,2015-16,65.0,364,0.178571428571429,public,9th - 12th,"2607 Myrtle St, Oakland, CA 94607, USA",37.817863,-122.278776
Melrose Leadership Academy,2015-16,1.0,512,0.001953125,public,PK-8,"4730 Fleming Ave, Oakland, CA 94619, USA",37.780414,-122.197891
MetWest High,2015-16,3.0,169,0.0177514792899408,public,9th - 12th,"314 E 10th St, Oakland, CA 94606, USA",37.795235,-122.258072
Montclair Elementary,2015-16,0.0,618,0.0,public,K-5,"1757 Mountain Blvd, Oakland, CA 94611, USA",37.830269,-122.211867
Montera Middle,2015-16,86.0,873,0.0985108820160367,public,6th - 8th,"5555 Ascot Dr, Oakland, CA 94611, USA",37.819275,-122.201776
New Highland Academy,2015-16,0.0,390,0.0,public,K-5,"8521 A St, Oakland, CA 94621, USA",37.751703,-122.179513
"Nonpublic, Nonsectarian Schools",2015-16,0.0,191,0.0,,,"Oakland, CA, USA",37.786027,-122.223779
North Oakland Community Charter,2015-16,0.0,232,0.0,charter,K-8,"1000 42nd St, Oakland, CA 94608, USA",37.833202,-122.27655
Oakland Charter Academy,2015-16,10.0,195,0.0512820512820513,charter,6th - 8th,"1899-1801 42nd Ave, Oakland, CA 94601, USA",37.775666,-122.213042
Oakland Charter High,2015-16,20.0,408,0.0490196078431373,charter,9th - 12th,"2433 Coolidge Ave, Oakland, CA 94601, USA",37.786321,-122.21947
Oakland High,2015-16,76.0,1720,0.0441860465116279,public,9th - 12th,"1023 MacArthur Blvd, Oakland, CA 94610, USA",37.805332,-122.237079
Oakland International High,2015-16,13.0,450,0.0288888888888889,public,9th - 12th,"4521 Webster St, Oakland, CA 94609, USA",37.833391,-122.260261
"Oakland Military Institute, College Preparatory Academy",2015-16,5.0,661,0.0075642965204236,public,6th - 12th,"3877 Lusk St, Oakland, CA 94608, USA",37.829443,-122.272498
Oakland School for the Arts,2015-16,30.0,758,0.0395778364116095,charter,6th - 12th,"530 18th St, Oakland, CA 94612, USA",37.807889,-122.27107
Oakland Technical High,2015-16,46.0,2093,0.021978021978022,public,9th - 12th,"4351 Broadway, Oakland, CA 94611, USA",37.832271,-122.255457
Oakland Unity High,2015-16,20.0,338,0.0591715976331361,charter,9th - 12th,"6038 Brann St, Oakland, CA 94605, USA",37.773505,-122.184748
Parker Elementary,2015-16,20.0,348,0.0574712643678161,public,K-8,"7929 Ney Ave, Oakland, CA 94605, USA",37.765381,-122.165523
Peralta Elementary,2015-16,1.0,330,0.00303030303030303,public,K-5,"460 63rd St, Oakland, CA 94609, USA",37.849687,-122.258845
Piedmont Avenue Elementary,2015-16,0.0,392,0.0,public,K-5,"4314 Piedmont Ave, Oakland, CA 94611, USA",37.829046,-122.248798
ROOTS International Academy,2015-16,55.0,364,0.151098901098901,public,6th - 8th,"1390 66th Ave, Oakland, CA 94621, USA",37.761869,-122.193566
Ralph J. Bunche High,2015-16,0.0,178,0.0,public,9th - 12th,"991 14th St Building A, Oakland, CA 94607, USA",37.808747,-122.28281
Reach Academy,2015-16,5.0,453,0.011037527593819,public,K-5,"9860 Sunnyside St, Oakland, CA 94603, USA",37.746575,-122.16177
Redwood Heights Elementary,2015-16,3.0,373,0.00804289544235925,public,K-5,"4401 39th Ave, Oakland, CA 94619, USA",37.796943,-122.186618
Rise Community,2015-16,4.0,343,0.0116618075801749,public,K-5,"85th Ave, Oakland, CA 94621, USA",37.750388,-122.184096
Roosevelt Middle,2015-16,31.0,544,0.0569852941176471,public,6th - 8th,"1926 E 19th St, Oakland, CA 94606, USA",37.789719,-122.237525
Roses in Concrete,2015-16,9.0,224,0.0401785714285714,charter,K-8,"4551 Steele St, Oakland, CA 94619, USA",37.787688,-122.187875
Rudsdale Continuation,2015-16,11.0,254,0.0433070866141732,public,9th - 12th,"8251 Fontaine St, Oakland, CA 94605, USA",37.766251,-122.154398
Sankofa Academy,2015-16,16.0,388,0.0412371134020619,public,PK-5,"581 61st St, Oakland, CA 94609, USA",37.847028,-122.26434
Sequoia Elementary,2015-16,5.0,444,0.0112612612612613,public,K-5,"3730 Lincoln Ave, Oakland, CA 94602, USA",37.802131,-122.211605
Skyline High,2015-16,204,2010,0.101492537313433,public,K-12,"12250 Skyline Blvd, Oakland, CA 94619, USA",37.798377,-122.16148
Street Academy (Alternative),2015-16,0.0,158,0.0,public,9th - 12th,"417 29th St, Oakland, CA 94609, USA",37.817395,-122.265601
Think College Now,2015-16,10.0,335,0.0298507462686567,public,K-5,"2825 International Blvd, Oakland, CA 94601, USA",37.779451,-122.230805
Thornhill Elementary,2015-16,0.0,411,0.0,public,K-5,"5880 Thornhill Dr, Oakland, CA 94611, USA",37.836251,-122.211458
United for Success Academy,2015-16,35.0,415,0.0843373493975904,public,6th - 8th,"2101 35th Ave, Oakland, CA 94601, USA",37.78438,-122.216797
Urban Promise Academy,2015-16,42.0,389,0.107969151670951,public,6th - 8th,"3031 E 18th St, Oakland, CA 94601, USA",37.781981,-122.224228
Vincent Academy,2015-16,5.0,303,0.0165016501650165,charter,K-5,"2501 Chestnut St, Oakland, CA 94607, USA",37.818122,-122.282197
West Oakland Middle,2015-16,48.0,234,0.205128205128205,public,6th - 8th,"991 14th St, Oakland, CA 94607, USA",37.808747,-122.28281
Westlake Middle,2015-16,51.0,507,0.100591715976331,public,6th - 8th,"2629 Harrison St, Oakland, CA 94612, USA",37.814674,-122.261241
Young Adult Program,2015-16,0.0,74,0.0,public,,"Oakland, CA, USA",37.786027,-122.223779
